ENSEMBL_ID	CD_LPS_1	WD_LPS_1	CD_LPS_2	WD_LPS_2
ENSMUSG00000102105	0	0	0	0
ENSMUSG00000099943	0	0	0	0
ENSMUSG00000084546	0	0	0	0
ENSMUSG00000097648	0	0	0	0
ENSMUSG00000101687	0	0	0	0
ENSMUSG00000100515	0	0	0	0
ENSMUSG00000070695	0	0	0	0
ENSMUSG00000092948	0	0	0	0
ENSMUSG00000102033	0	0	0	0
ENSMUSG00000094429	0	0	0	0
ENSMUSG00000101154	0	0	0	0
ENSMUSG00000065865	0	0	0	0
ENSMUSG00000098815	0	0	0	0
ENSMUSG00000101573	0	0	0	0
ENSMUSG00000107979	0	0	0	0
ENSMUSG00000101373	0	0	0	0
ENSMUSG00000099615	0	0	0	0
ENSMUSG00000100265	0	0	0	0
ENSMUSG00000100527	0	0	0	0
ENSMUSG00000099571	0	0	0	0
ENSMUSG00000101303	0	0	0	0
ENSMUSG00000100305	0	0	0	0
ENSMUSG00000099534	0	0	0	0
ENSMUSG00000100886	0	0	0	0
ENSMUSG00000101415	0	0	0	0
ENSMUSG00000100617	0	0	0	0
ENSMUSG00000100703	0	0	0	0
ENSMUSG00000100177	0	0	0	0
ENSMUSG00000101363	0	0	0	0
ENSMUSG00000101590	0	0	0	0
ENSMUSG00000099870	0	0	0	0
ENSMUSG00000099936	0	0	0	0
ENSMUSG00000077257	0	0	0	0
ENSMUSG00000080542	0	0	0	0
ENSMUSG00000089601	0	0	0	0
ENSMUSG00000101624	0	0	0	0
ENSMUSG00000088363	0	0	0	0
ENSMUSG00000100040	0	0	0	0
ENSMUSG00000048402	0	0	0	0
ENSMUSG00000098273	0	0	0	0
ENSMUSG00000097408	0	0	0	0
ENSMUSG00000096939	0	0	0	0
ENSMUSG00000100767	0	0	0	0
ENSMUSG00000099860	0	0	0	0
ENSMUSG00000101179	0	0	0	0
ENSMUSG00000084505	0	0	0	0
ENSMUSG00000102687	0	0	0	0
ENSMUSG00000103146	0	0	0	0
ENSMUSG00000100436	0	0	0	0
ENSMUSG00000090277	0	0	0	0
ENSMUSG00000100042	0	0	0	0
ENSMUSG00000101224	0	0	0	0
ENSMUSG00000036962	0	0	0	0
ENSMUSG00000092245	0	0	0	0
ENSMUSG00000101275	0	0	0	0
ENSMUSG00000101386	0	0	0	0
ENSMUSG00000101922	0	0	0	0
ENSMUSG00000100761	0	0	0	0
ENSMUSG00000099336	0	0	0	0
ENSMUSG00000100979	0	0	0	0
ENSMUSG00000102360	0	0	0	0
ENSMUSG00000097881	0	0	0	0
ENSMUSG00000101700	0	0	0	0
ENSMUSG00000104332	0	0	0	0
ENSMUSG00000101791	0	0	0	0
ENSMUSG00000085857	0	0	0	0
ENSMUSG00000083582	0	0	0	0
ENSMUSG00000050534	0	0	0	0
ENSMUSG00000081130	0	0	0	0
ENSMUSG00000102006	0	0	0	0
ENSMUSG00000102488	0	0	0	0
ENSMUSG00000083584	0	0	0	0
ENSMUSG00000100913	0	0	0	0
ENSMUSG00000080410	0	0	0	0
ENSMUSG00000099960	0	0	0	0
ENSMUSG00000089274	0	0	0	0
ENSMUSG00000103263	0	0	0	0
ENSMUSG00000089190	0	0	0	0
ENSMUSG00000099451	0	0	0	0
ENSMUSG00000104180	0	0	0	0
ENSMUSG00000100762	0	0	0	0
ENSMUSG00000100525	0	0	0	0
ENSMUSG00000101495	0	0	0	0
ENSMUSG00000102681	0	0	0	0
ENSMUSG00000077472	0	0	0	0
ENSMUSG00000104410	0	0	0	0
ENSMUSG00000102521	0	0	0	0
ENSMUSG00000104205	0	0	0	0
ENSMUSG00000101985	0	0	0	0
ENSMUSG00000101994	0	0	0	0
ENSMUSG00000102940	0	0	0	0
ENSMUSG00000103914	0	0	0	0
ENSMUSG00000065340	0	0	0	0
ENSMUSG00000100851	0	0	0	0
ENSMUSG00000101006	0	0	0	0
ENSMUSG00000102240	0	0	0	0
ENSMUSG00000099574	0	0	0	0
ENSMUSG00000102063	0	0	0	0
ENSMUSG00000101015	0	0	0	0
ENSMUSG00000026343	0	0	0	0
ENSMUSG00000104519	0	0	0	0
ENSMUSG00000102723	0	0	0	0
ENSMUSG00000103824	0	0	0	0
ENSMUSG00000101600	0	0	0	0
ENSMUSG00000101385	0	0	0	0
ENSMUSG00000106307	0	0	0	0
ENSMUSG00000106489	0	0	0	0
ENSMUSG00000065687	0	0	0	0
ENSMUSG00000103390	0	0	0	0
ENSMUSG00000026348	0	0	0	0
ENSMUSG00000103999	0	0	0	0
ENSMUSG00000101535	0	0	0	0
ENSMUSG00000104239	0	0	0	0
ENSMUSG00000102179	0	0	0	0
ENSMUSG00000088196	0	0	0	0
ENSMUSG00000100152	0	0	0	0
ENSMUSG00000100941	0	0	0	0
ENSMUSG00000088432	0	0	0	0
ENSMUSG00000099403	0	0	0	0
ENSMUSG00000064737	0	0	0	0
ENSMUSG00000103742	0	0	0	0
ENSMUSG00000103637	0	0	0	0
ENSMUSG00000104130	0	0	0	0
ENSMUSG00000102800	0	0	0	0
ENSMUSG00000103803	0	0	0	0
ENSMUSG00000103281	0	0	0	0
ENSMUSG00000100623	0	0	0	0
ENSMUSG00000086633	0	0	0	0
ENSMUSG00000026401	0	0	0	0
ENSMUSG00000102139	0	0	0	0
ENSMUSG00000103751	0	0	0	0
ENSMUSG00000042554	0	0	0	0
ENSMUSG00000064395	0	0	0	0
ENSMUSG00000026405	0	0	0	0
ENSMUSG00000100257	0	0	0	0
ENSMUSG00000104515	0	0	0	0
ENSMUSG00000099556	0	0	0	0
ENSMUSG00000100106	0	0	0	0
ENSMUSG00000086706	0	0	0	0
ENSMUSG00000089256	0	0	0	0
ENSMUSG00000026432	0	0	0	0
ENSMUSG00000095841	0	0	0	0
ENSMUSG00000100026	0	0	0	0
ENSMUSG00000103975	0	0	0	0
ENSMUSG00000100037	0	0	0	0
ENSMUSG00000097454	0	0	0	0
ENSMUSG00000088779	0	0	0	0
ENSMUSG00000099874	0	0	0	0
ENSMUSG00000065435	0	0	0	0
ENSMUSG00000097540	0	0	0	0
ENSMUSG00000066936	0	0	0	0
ENSMUSG00000101549	0	0	0	0
ENSMUSG00000089808	0	0	0	0
ENSMUSG00000101126	0	0	0	0
ENSMUSG00000088911	0	0	0	0
ENSMUSG00000026443	0	0	0	0
ENSMUSG00000101693	0	0	0	0
ENSMUSG00000103421	0	0	0	0
ENSMUSG00000098306	0	0	0	0
ENSMUSG00000116158	0	0	0	0
ENSMUSG00000070645	0	0	0	0
ENSMUSG00000101004	0	0	0	0
ENSMUSG00000064814	0	0	0	0
ENSMUSG00000116275	0	0	0	0
ENSMUSG00000102049	0	0	0	0
ENSMUSG00000098606	0	0	0	0
ENSMUSG00000102509	0	0	0	0
ENSMUSG00000103166	0	0	0	0
ENSMUSG00000100830	0	0	0	0
ENSMUSG00000010311	0	0	0	0
ENSMUSG00000090208	0	0	0	0
ENSMUSG00000100987	0	0	0	0
ENSMUSG00000099507	0	0	0	0
ENSMUSG00000073559	0	0	0	0
ENSMUSG00000042429	0	0	0	0
ENSMUSG00000096676	0	0	0	0
ENSMUSG00000026459	0	0	0	0
ENSMUSG00000102722	0	0	0	0
ENSMUSG00000097435	0	0	0	0
ENSMUSG00000077846	0	0	0	0
ENSMUSG00000101168	0	0	0	0
ENSMUSG00000026424	0	0	0	0
ENSMUSG00000048096	0	0	0	0
ENSMUSG00000087859	0	0	0	0
ENSMUSG00000100620	0	0	0	0
ENSMUSG00000093515	0	0	0	0
ENSMUSG00000102474	0	0	0	0
ENSMUSG00000102414	0	0	0	0
ENSMUSG00000051985	0	0	0	0
ENSMUSG00000097918	0	0	0	0
ENSMUSG00000026407	0	0	0	0
ENSMUSG00000102838	0	0	0	0
ENSMUSG00000087230	0	0	0	0
ENSMUSG00000041605	0	0	0	0
ENSMUSG00000097315	0	0	0	0
ENSMUSG00000103594	0	0	0	0
ENSMUSG00000102941	0	0	0	0
ENSMUSG00000052759	0	0	0	0
ENSMUSG00000099337	0	0	0	0
ENSMUSG00000101413	0	0	0	0
ENSMUSG00000104366	0	0	0	0
ENSMUSG00000092912	0	0	0	0
ENSMUSG00000096432	0	0	0	0
ENSMUSG00000104261	0	0	0	0
ENSMUSG00000088970	0	0	0	0
ENSMUSG00000077207	0	0	0	0
ENSMUSG00000102751	0	0	0	0
ENSMUSG00000102738	0	0	0	0
ENSMUSG00000088164	0	0	0	0
ENSMUSG00000103070	0	0	0	0
ENSMUSG00000088715	0	0	0	0
ENSMUSG00000103728	0	0	0	0
ENSMUSG00000104112	0	0	0	0
ENSMUSG00000104118	0	0	0	0
ENSMUSG00000102277	0	0	0	0
ENSMUSG00000098145	0	0	0	0
ENSMUSG00000065565	0	0	0	0
ENSMUSG00000065458	0	0	0	0
ENSMUSG00000104197	0	0	0	0
ENSMUSG00000088564	0	0	0	0
ENSMUSG00000102822	0	0	0	0
ENSMUSG00000026394	0	0	0	0
ENSMUSG00000101793	0	0	0	0
ENSMUSG00000099510	0	0	0	0
ENSMUSG00000102651	0	0	0	0
ENSMUSG00000102448	0	0	0	0
ENSMUSG00000100459	0	0	0	0
ENSMUSG00000103152	0	0	0	0
ENSMUSG00000099808	0	0	0	0
ENSMUSG00000065275	0	0	0	0
ENSMUSG00000103850	0	0	0	0
ENSMUSG00000085361	0	0	0	0
ENSMUSG00000085481	0	0	0	0
ENSMUSG00000063681	0	0	0	0
ENSMUSG00000103844	0	0	0	0
ENSMUSG00000102661	0	0	0	0
ENSMUSG00000026368	0	0	0	0
ENSMUSG00000057037	0	0	0	0
ENSMUSG00000090623	0	0	0	0
ENSMUSG00000096117	0	0	0	0
ENSMUSG00000070594	0	0	0	0
ENSMUSG00000095393	0	0	0	0
ENSMUSG00000033898	0	0	0	0
ENSMUSG00000102905	0	0	0	0
ENSMUSG00000087930	0	0	0	0
ENSMUSG00000103691	0	0	0	0
ENSMUSG00000102698	0	0	0	0
ENSMUSG00000102368	0	0	0	0
ENSMUSG00000095238	0	0	0	0
ENSMUSG00000093879	0	0	0	0
ENSMUSG00000089418	0	0	0	0
ENSMUSG00000102740	0	0	0	0
ENSMUSG00000104147	0	0	0	0
ENSMUSG00000103858	0	0	0	0
ENSMUSG00000099671	0	0	0	0
ENSMUSG00000103890	0	0	0	0
ENSMUSG00000101909	0	0	0	0
ENSMUSG00000102818	0	0	0	0
ENSMUSG00000088323	0	0	0	0
ENSMUSG00000051079	0	0	0	0
ENSMUSG00000100389	0	0	0	0
ENSMUSG00000098509	0	0	0	0
ENSMUSG00000088096	0	0	0	0
ENSMUSG00000101049	0	0	0	0
ENSMUSG00000065787	0	0	0	0
ENSMUSG00000096352	0	0	0	0
ENSMUSG00000099617	0	0	0	0
ENSMUSG00000097130	0	0	0	0
ENSMUSG00000088579	0	0	0	0
ENSMUSG00000101661	0	0	0	0
ENSMUSG00000103055	0	0	0	0
ENSMUSG00000099964	0	0	0	0
ENSMUSG00000102403	0	0	0	0
ENSMUSG00000035131	0	0	0	0
ENSMUSG00000085822	0	0	0	0
ENSMUSG00000104269	0	0	0	0
ENSMUSG00000102134	0	0	0	0
ENSMUSG00000100380	0	0	0	0
ENSMUSG00000104331	0	0	0	0
ENSMUSG00000099629	0	0	0	0
ENSMUSG00000088582	0	0	0	0
ENSMUSG00000101208	0	0	0	0
ENSMUSG00000101735	0	0	0	0
ENSMUSG00000099842	0	0	0	0
ENSMUSG00000101074	0	0	0	0
ENSMUSG00000101564	0	0	0	0
ENSMUSG00000082588	0	0	0	0
ENSMUSG00000100917	0	0	0	0
ENSMUSG00000102074	0	0	0	0
ENSMUSG00000101457	0	0	0	0
ENSMUSG00000102314	0	0	0	0
ENSMUSG00000102309	0	0	0	0
ENSMUSG00000101011	0	0	0	0
ENSMUSG00000103724	0	0	0	0
ENSMUSG00000104036	0	0	0	0
ENSMUSG00000088167	0	0	0	0
ENSMUSG00000084532	0	0	0	0
ENSMUSG00000099701	0	0	0	0
ENSMUSG00000104812	0	0	0	0
ENSMUSG00000100690	0	0	0	0
ENSMUSG00000006007	0	0	0	0
ENSMUSG00000099447	0	0	0	0
ENSMUSG00000102990	0	0	0	0
ENSMUSG00000101519	0	0	0	0
ENSMUSG00000093650	0	0	0	0
ENSMUSG00000099622	0	0	0	0
ENSMUSG00000096851	0	0	0	0
ENSMUSG00000102628	0	0	0	0
ENSMUSG00000100595	0	0	0	0
ENSMUSG00000102095	0	0	0	0
ENSMUSG00000114212	0	0	0	0
ENSMUSG00000114943	0	0	0	0
ENSMUSG00000114694	0	0	0	0
ENSMUSG00000114582	0	0	0	0
ENSMUSG00000114591	0	0	0	0
ENSMUSG00000088498	0	0	0	0
ENSMUSG00000100551	0	0	0	0
ENSMUSG00000100357	0	0	0	0
ENSMUSG00000084557	0	0	0	0
ENSMUSG00000100685	0	0	0	0
ENSMUSG00000102090	0	0	0	0
ENSMUSG00000103744	0	0	0	0
ENSMUSG00000080878	0	0	0	0
ENSMUSG00000099868	0	0	0	0
ENSMUSG00000103840	0	0	0	0
ENSMUSG00000100702	0	0	0	0
ENSMUSG00000099969	0	0	0	0
ENSMUSG00000103818	0	0	0	0
ENSMUSG00000042671	0	0	0	0
ENSMUSG00000100945	0	0	0	0
ENSMUSG00000102404	0	0	0	0
ENSMUSG00000100334	0	0	0	0
ENSMUSG00000043282	0	0	0	0
ENSMUSG00000102459	0	0	0	0
ENSMUSG00000047053	0	0	0	0
ENSMUSG00000099227	0	0	0	0
ENSMUSG00000100014	0	0	0	0
ENSMUSG00000088669	0	0	0	0
ENSMUSG00000066797	0	0	0	0
ENSMUSG00000099933	0	0	0	0
ENSMUSG00000100221	0	0	0	0
ENSMUSG00000064860	0	0	0	0
ENSMUSG00000100031	0	0	0	0
ENSMUSG00000101433	0	0	0	0
ENSMUSG00000103670	0	0	0	0
ENSMUSG00000093286	0	0	0	0
ENSMUSG00000103180	0	0	0	0
ENSMUSG00000102558	0	0	0	0
ENSMUSG00000015484	0	0	0	0
ENSMUSG00000102932	0	0	0	0
ENSMUSG00000102372	0	0	0	0
ENSMUSG00000103705	0	0	0	0
ENSMUSG00000102961	0	0	0	0
ENSMUSG00000101964	0	0	0	0
ENSMUSG00000102960	0	0	0	0
ENSMUSG00000026592	0	0	0	0
ENSMUSG00000109913	0	0	0	0
ENSMUSG00000102326	0	0	0	0
ENSMUSG00000102391	0	0	0	0
ENSMUSG00000087632	0	0	0	0
ENSMUSG00000103808	0	0	0	0
ENSMUSG00000087093	0	0	0	0
ENSMUSG00000103021	0	0	0	0
ENSMUSG00000103501	0	0	0	0
ENSMUSG00000102245	0	0	0	0
ENSMUSG00000103962	0	0	0	0
ENSMUSG00000102789	0	0	0	0
ENSMUSG00000004031	0	0	0	0
ENSMUSG00000103762	0	0	0	0
ENSMUSG00000103971	0	0	0	0
ENSMUSG00000070103	0	0	0	0
ENSMUSG00000102508	0	0	0	0
ENSMUSG00000102618	0	0	0	0
ENSMUSG00000047661	0	0	0	0
ENSMUSG00000104014	0	0	0	0
ENSMUSG00000061992	0	0	0	0
ENSMUSG00000104169	0	0	0	0
ENSMUSG00000105399	0	0	0	0
ENSMUSG00000103289	0	0	0	0
ENSMUSG00000103389	0	0	0	0
ENSMUSG00000103225	0	0	0	0
ENSMUSG00000073528	0	0	0	0
ENSMUSG00000103719	0	0	0	0
ENSMUSG00000088145	0	0	0	0
ENSMUSG00000104111	0	0	0	0
ENSMUSG00000026729	0	0	0	0
ENSMUSG00000089204	0	0	0	0
ENSMUSG00000103522	0	0	0	0
ENSMUSG00000104026	0	0	0	0
ENSMUSG00000104020	0	0	0	0
ENSMUSG00000103391	0	0	0	0
ENSMUSG00000077759	0	0	0	0
ENSMUSG00000104053	0	0	0	0
ENSMUSG00000103631	0	0	0	0
ENSMUSG00000077648	0	0	0	0
ENSMUSG00000064440	0	0	0	0
ENSMUSG00000080463	0	0	0	0
ENSMUSG00000064816	0	0	0	0
ENSMUSG00000084667	0	0	0	0
ENSMUSG00000077220	0	0	0	0
ENSMUSG00000065160	0	0	0	0
ENSMUSG00000065735	0	0	0	0
ENSMUSG00000105780	0	0	0	0
ENSMUSG00000064968	0	0	0	0
ENSMUSG00000065228	0	0	0	0
ENSMUSG00000102864	0	0	0	0
ENSMUSG00000049160	0	0	0	0
ENSMUSG00000104163	0	0	0	0
ENSMUSG00000089353	0	0	0	0
ENSMUSG00000102860	0	0	0	0
ENSMUSG00000102399	0	0	0	0
ENSMUSG00000103158	0	0	0	0
ENSMUSG00000103393	0	0	0	0
ENSMUSG00000102994	0	0	0	0
ENSMUSG00000070126	0	0	0	0
ENSMUSG00000065516	0	0	0	0
ENSMUSG00000089933	0	0	0	0
ENSMUSG00000066752	0	0	0	0
ENSMUSG00000091743	0	0	0	0
ENSMUSG00000026697	0	0	0	0
ENSMUSG00000091060	0	0	0	0
ENSMUSG00000040170	0	0	0	0
ENSMUSG00000095576	0	0	0	0
ENSMUSG00000026691	0	0	0	0
ENSMUSG00000103288	0	0	0	0
ENSMUSG00000071890	0	0	0	0
ENSMUSG00000077608	0	0	0	0
ENSMUSG00000103102	0	0	0	0
ENSMUSG00000089174	0	0	0	0
ENSMUSG00000092188	0	0	0	0
ENSMUSG00000096984	0	0	0	0
ENSMUSG00000103195	0	0	0	0
ENSMUSG00000101869	0	0	0	0
ENSMUSG00000040113	0	0	0	0
ENSMUSG00000089700	0	0	0	0
ENSMUSG00000103960	0	0	0	0
ENSMUSG00000089790	0	0	0	0
ENSMUSG00000104011	0	0	0	0
ENSMUSG00000103226	0	0	0	0
ENSMUSG00000097281	0	0	0	0
ENSMUSG00000102389	0	0	0	0
ENSMUSG00000103383	0	0	0	0
ENSMUSG00000102897	0	0	0	0
ENSMUSG00000102761	0	0	0	0
ENSMUSG00000102163	0	0	0	0
ENSMUSG00000026574	0	0	0	0
ENSMUSG00000103659	0	0	0	0
ENSMUSG00000104117	0	0	0	0
ENSMUSG00000103320	0	0	0	0
ENSMUSG00000101189	0	0	0	0
ENSMUSG00000080561	0	0	0	0
ENSMUSG00000102408	0	0	0	0
ENSMUSG00000089299	0	0	0	0
ENSMUSG00000026567	0	0	0	0
ENSMUSG00000103059	0	0	0	0
ENSMUSG00000103583	0	0	0	0
ENSMUSG00000087886	0	0	0	0
ENSMUSG00000089291	0	0	0	0
ENSMUSG00000104474	0	0	0	0
ENSMUSG00000105249	0	0	0	0
ENSMUSG00000088618	0	0	0	0
ENSMUSG00000094394	0	0	0	0
ENSMUSG00000102363	0	0	0	0
ENSMUSG00000102154	0	0	0	0
ENSMUSG00000097196	0	0	0	0
ENSMUSG00000102890	0	0	0	0
ENSMUSG00000102484	0	0	0	0
ENSMUSG00000000544	0	0	0	0
ENSMUSG00000040629	0	0	0	0
ENSMUSG00000040612	0	0	0	0
ENSMUSG00000091393	0	0	0	0
ENSMUSG00000104194	0	0	0	0
ENSMUSG00000086056	0	0	0	0
ENSMUSG00000096172	0	0	0	0
ENSMUSG00000026560	0	0	0	0
ENSMUSG00000085841	0	0	0	0
ENSMUSG00000103073	0	0	0	0
ENSMUSG00000103333	0	0	0	0
ENSMUSG00000103139	0	0	0	0
ENSMUSG00000098379	0	0	0	0
ENSMUSG00000102337	0	0	0	0
ENSMUSG00000040485	0	0	0	0
ENSMUSG00000015843	0	0	0	0
ENSMUSG00000026686	0	0	0	0
ENSMUSG00000093538	0	0	0	0
ENSMUSG00000103780	0	0	0	0
ENSMUSG00000098407	0	0	0	0
ENSMUSG00000103463	0	0	0	0
ENSMUSG00000098829	0	0	0	0
ENSMUSG00000103530	0	0	0	0
ENSMUSG00000058622	0	0	0	0
ENSMUSG00000103526	0	0	0	0
ENSMUSG00000103267	0	0	0	0
ENSMUSG00000038530	0	0	0	0
ENSMUSG00000096772	0	0	0	0
ENSMUSG00000103110	0	0	0	0
ENSMUSG00000070532	0	0	0	0
ENSMUSG00000089990	0	0	0	0
ENSMUSG00000103908	0	0	0	0
ENSMUSG00000073494	0	0	0	0
ENSMUSG00000096547	0	0	0	0
ENSMUSG00000104386	0	0	0	0
ENSMUSG00000098356	0	0	0	0
ENSMUSG00000098965	0	0	0	0
ENSMUSG00000087747	0	0	0	0
ENSMUSG00000097045	0	0	0	0
ENSMUSG00000094668	0	0	0	0
ENSMUSG00000038218	0	0	0	0
ENSMUSG00000038209	0	0	0	0
ENSMUSG00000103980	0	0	0	0
ENSMUSG00000088291	0	0	0	0
ENSMUSG00000095636	0	0	0	0
ENSMUSG00000051251	0	0	0	0
ENSMUSG00000102779	0	0	0	0
ENSMUSG00000103380	0	0	0	0
ENSMUSG00000007107	0	0	0	0
ENSMUSG00000103617	0	0	0	0
ENSMUSG00000007097	0	0	0	0
ENSMUSG00000088813	0	0	0	0
ENSMUSG00000102430	0	0	0	0
ENSMUSG00000070182	0	0	0	0
ENSMUSG00000102701	0	0	0	0
ENSMUSG00000026542	0	0	0	0
ENSMUSG00000077252	0	0	0	0
ENSMUSG00000037924	0	0	0	0
ENSMUSG00000106730	0	0	0	0
ENSMUSG00000107139	0	0	0	0
ENSMUSG00000103338	0	0	0	0
ENSMUSG00000062527	0	0	0	0
ENSMUSG00000066680	0	0	0	0
ENSMUSG00000058981	0	0	0	0
ENSMUSG00000046643	0	0	0	0
ENSMUSG00000049456	0	0	0	0
ENSMUSG00000079180	0	0	0	0
ENSMUSG00000102603	0	0	0	0
ENSMUSG00000049528	0	0	0	0
ENSMUSG00000106975	0	0	0	0
ENSMUSG00000059371	0	0	0	0
ENSMUSG00000102371	0	0	0	0
ENSMUSG00000091950	0	0	0	0
ENSMUSG00000055033	0	0	0	0
ENSMUSG00000107114	0	0	0	0
ENSMUSG00000050788	0	0	0	0
ENSMUSG00000026531	0	0	0	0
ENSMUSG00000066672	0	0	0	0
ENSMUSG00000102920	0	0	0	0
ENSMUSG00000059503	0	0	0	0
ENSMUSG00000051509	0	0	0	0
ENSMUSG00000026527	0	0	0	0
ENSMUSG00000104343	0	0	0	0
ENSMUSG00000103079	0	0	0	0
ENSMUSG00000026523	0	0	0	0
ENSMUSG00000077794	0	0	0	0
ENSMUSG00000094820	0	0	0	0
ENSMUSG00000104158	0	0	0	0
ENSMUSG00000103540	0	0	0	0
ENSMUSG00000055214	0	0	0	0
ENSMUSG00000104363	0	0	0	0
ENSMUSG00000103277	0	0	0	0
ENSMUSG00000104157	0	0	0	0
ENSMUSG00000102446	0	0	0	0
ENSMUSG00000104021	0	0	0	0
ENSMUSG00000103471	0	0	0	0
ENSMUSG00000087875	0	0	0	0
ENSMUSG00000103584	0	0	0	0
ENSMUSG00000093132	0	0	0	0
ENSMUSG00000102475	0	0	0	0
ENSMUSG00000103251	0	0	0	0
ENSMUSG00000103163	0	0	0	0
ENSMUSG00000102432	0	0	0	0
ENSMUSG00000103043	0	0	0	0
ENSMUSG00000102885	0	0	0	0
ENSMUSG00000103767	0	0	0	0
ENSMUSG00000015962	0	0	0	0
ENSMUSG00000102483	0	0	0	0
ENSMUSG00000103958	0	0	0	0
ENSMUSG00000070489	0	0	0	0
ENSMUSG00000099303	0	0	0	0
ENSMUSG00000064954	0	0	0	0
ENSMUSG00000064967	0	0	0	0
ENSMUSG00000102922	0	0	0	0
ENSMUSG00000089713	0	0	0	0
ENSMUSG00000087236	0	0	0	0
ENSMUSG00000102194	0	0	0	0
ENSMUSG00000103636	0	0	0	0
ENSMUSG00000104210	0	0	0	0
ENSMUSG00000098926	0	0	0	0
ENSMUSG00000104251	0	0	0	0
ENSMUSG00000066652	0	0	0	0
ENSMUSG00000103516	0	0	0	0
ENSMUSG00000102858	0	0	0	0
ENSMUSG00000038768	0	0	0	0
ENSMUSG00000104390	0	0	0	0
ENSMUSG00000103328	0	0	0	0
ENSMUSG00000103178	0	0	0	0
ENSMUSG00000102276	0	0	0	0
ENSMUSG00000089888	0	0	0	0
ENSMUSG00000089927	0	0	0	0
ENSMUSG00000050625	0	0	0	0
ENSMUSG00000103100	0	0	0	0
ENSMUSG00000064970	0	0	0	0
ENSMUSG00000089429	0	0	0	0
ENSMUSG00000056699	0	0	0	0
ENSMUSG00000103722	0	0	0	0
ENSMUSG00000103317	0	0	0	0
ENSMUSG00000102760	0	0	0	0
ENSMUSG00000103379	0	0	0	0
ENSMUSG00000103018	0	0	0	0
ENSMUSG00000091013	0	0	0	0
ENSMUSG00000097260	0	0	0	0
ENSMUSG00000073482	0	0	0	0
ENSMUSG00000103878	0	0	0	0
ENSMUSG00000104376	0	0	0	0
ENSMUSG00000102688	0	0	0	0
ENSMUSG00000043429	0	0	0	0
ENSMUSG00000104022	0	0	0	0
ENSMUSG00000090533	0	0	0	0
ENSMUSG00000103305	0	0	0	0
ENSMUSG00000104007	0	0	0	0
ENSMUSG00000102743	0	0	0	0
ENSMUSG00000102682	0	0	0	0
ENSMUSG00000104419	0	0	0	0
ENSMUSG00000103314	0	0	0	0
ENSMUSG00000092578	0	0	0	0
ENSMUSG00000088559	0	0	0	0
ENSMUSG00000088562	0	0	0	0
ENSMUSG00000102784	0	0	0	0
ENSMUSG00000103942	0	0	0	0
ENSMUSG00000103478	0	0	0	0
ENSMUSG00000104461	0	0	0	0
ENSMUSG00000077571	0	0	0	0
ENSMUSG00000105770	0	0	0	0
ENSMUSG00000065562	0	0	0	0
ENSMUSG00000097615	0	0	0	0
ENSMUSG00000026614	0	0	0	0
ENSMUSG00000102185	0	0	0	0
ENSMUSG00000103799	0	0	0	0
ENSMUSG00000103056	0	0	0	0
ENSMUSG00000089363	0	0	0	0
ENSMUSG00000103449	0	0	0	0
ENSMUSG00000102790	0	0	0	0
ENSMUSG00000102217	0	0	0	0
ENSMUSG00000103690	0	0	0	0
ENSMUSG00000089045	0	0	0	0
ENSMUSG00000100393	0	0	0	0
ENSMUSG00000103503	0	0	0	0
ENSMUSG00000097935	0	0	0	0
ENSMUSG00000104312	0	0	0	0
ENSMUSG00000039224	0	0	0	0
ENSMUSG00000104424	0	0	0	0
ENSMUSG00000089831	0	0	0	0
ENSMUSG00000106839	0	0	0	0
ENSMUSG00000107163	0	0	0	0
ENSMUSG00000089947	0	0	0	0
ENSMUSG00000089730	0	0	0	0
ENSMUSG00000103923	0	0	0	0
ENSMUSG00000026610	0	0	0	0
ENSMUSG00000103961	0	0	0	0
ENSMUSG00000103401	0	0	0	0
ENSMUSG00000103577	0	0	0	0
ENSMUSG00000103732	0	0	0	0
ENSMUSG00000104482	0	0	0	0
ENSMUSG00000077235	0	0	0	0
ENSMUSG00000084550	0	0	0	0
ENSMUSG00000103370	0	0	0	0
ENSMUSG00000104464	0	0	0	0
ENSMUSG00000103669	0	0	0	0
ENSMUSG00000104507	0	0	0	0
ENSMUSG00000093791	0	0	0	0
ENSMUSG00000103087	0	0	0	0
ENSMUSG00000103374	0	0	0	0
ENSMUSG00000102248	0	0	0	0
ENSMUSG00000097925	0	0	0	0
ENSMUSG00000099404	0	0	0	0
ENSMUSG00000079045	0	0	0	0
ENSMUSG00000103644	0	0	0	0
ENSMUSG00000103510	0	0	0	0
ENSMUSG00000093064	0	0	0	0
ENSMUSG00000106474	0	0	0	0
ENSMUSG00000103963	0	0	0	0
ENSMUSG00000102777	0	0	0	0
ENSMUSG00000088461	0	0	0	0
ENSMUSG00000103433	0	0	0	0
ENSMUSG00000104341	0	0	0	0
ENSMUSG00000103517	0	0	0	0
ENSMUSG00000102596	0	0	0	0
ENSMUSG00000102755	0	0	0	0
ENSMUSG00000094131	0	0	0	0
ENSMUSG00000103874	0	0	0	0
ENSMUSG00000047384	0	0	0	0
ENSMUSG00000100872	0	0	0	0
ENSMUSG00000016262	0	0	0	0
ENSMUSG00000089812	0	0	0	0
ENSMUSG00000102162	0	0	0	0
ENSMUSG00000016200	0	0	0	0
ENSMUSG00000089158	0	0	0	0
ENSMUSG00000103640	0	0	0	0
